"Year","Month","Day","Site.Name","COUNTY","meanLatitude","meanLongtiude","PM2.5","Ozone"
"2018","12","16","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,15,NA
"2018","12","16","West Johnston Co.","Johnston",35.59095,-78.4622,15,NA
"2018","12","17","Bryson City","Swain",35.434767,-83.442133,17,NA
"2018","12","17","Castle Hayne","New Hanover",34.364167,-77.838611,0,NA
"2018","12","17","Clemmons Middle","Forsyth",36.026,-80.342,14,NA
"2018","12","17","Durham Armory","Durham",36.0329550008979,-78.904037,29,NA
"2018","12","17","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,17,30
"2018","12","17","Hattie Avenue","Forsyth",36.110693332,-80.2264378,12,NA
"2018","12","17","Leggett","Edgecombe",35.988278,-77.5843,5,NA
"2018","12","17","Mendenhall School","Guilford",36.1090060008986,-79.802314,2,NA
"2018","12","17","Millbrook School","Wake",35.856111,-78.574167,24,30
"2018","12","17","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,11,NA
"2018","12","17","West Johnston Co.","Johnston",35.59095,-78.4622,15,NA
"2018","12","18","Bryson City","Swain",35.434767,-83.442133,33,NA
"2018","12","18","Castle Hayne","New Hanover",34.364167,-77.838611,21,NA
"2018","12","18","Clemmons Middle","Forsyth",36.026,-80.342,23,NA
"2018","12","18","Durham Armory","Durham",36.0329550008979,-78.904037,48,NA
"2018","12","18","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18,29
"2018","12","18","Hattie Avenue","Forsyth",36.110693332,-80.2264378,20,NA
"2018","12","18","Leggett","Edgecombe",35.988278,-77.5843,14,NA
"2018","12","18","Mendenhall School","Guilford",36.1090060008986,-79.802314,18,NA
"2018","12","18","Millbrook School","Wake",35.856111,-78.574167,45.5,25
"2018","12","18","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,23,NA
"2018","12","18","West Johnston Co.","Johnston",35.59095,-78.4622,28,NA
"2018","12","19","Bryson City","Swain",35.434767,-83.442133,52,NA
"2018","12","19","Castle Hayne","New Hanover",34.364167,-77.838611,19,NA
"2018","12","19","Clemmons Middle","Forsyth",36.026,-80.342,58,NA
"2018","12","19","Durham Armory","Durham",36.0329550008979,-78.904037,52.5,NA
"2018","12","19","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,48.5,22
"2018","12","19","Hattie Avenue","Forsyth",36.110693332,-80.2264378,60,NA
"2018","12","19","Leggett","Edgecombe",35.988278,-77.5843,17,NA
"2018","12","19","Linville Falls","Avery",35.972347,-81.933072,20,NA
"2018","12","19","Mendenhall School","Guilford",36.1090060008986,-79.802314,44,NA
"2018","12","19","Millbrook School","Wake",35.856111,-78.574167,54,NA
"2018","12","19","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,34,NA
"2018","12","19","West Johnston Co.","Johnston",35.59095,-78.4622,50,NA
"2018","12","20","Bryson City","Swain",35.434767,-83.442133,51,NA
"2018","12","20","Castle Hayne","New Hanover",34.364167,-77.838611,7,NA
"2018","12","20","Clemmons Middle","Forsyth",36.026,-80.342,56,NA
"2018","12","20","Durham Armory","Durham",36.0329550008979,-78.904037,43,NA
"2018","12","20","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26,26
"2018","12","20","Hattie Avenue","Forsyth",36.110693332,-80.2264378,46,NA
"2018","12","20","Leggett","Edgecombe",35.988278,-77.5843,14,NA
"2018","12","20","Mendenhall School","Guilford",36.1090060008986,-79.802314,29,NA
"2018","12","20","Millbrook School","Wake",35.856111,-78.574167,45.5,28
"2018","12","20","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,20,NA
"2018","12","20","West Johnston Co.","Johnston",35.59095,-78.4622,27,NA
"2018","12","21","Bryson City","Swain",35.434767,-83.442133,19,NA
"2018","12","21","Castle Hayne","New Hanover",34.364167,-77.838611,17,NA
"2018","12","21","Clemmons Middle","Forsyth",36.026,-80.342,18,NA
"2018","12","21","Durham Armory","Durham",36.0329550008979,-78.904037,28,NA
"2018","12","21","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,12,29
"2018","12","21","Hattie Avenue","Forsyth",36.110693332,-80.2264378,13,NA
"2018","12","21","Leggett","Edgecombe",35.988278,-77.5843,8,NA
"2018","12","21","Mendenhall School","Guilford",36.1090060008986,-79.802314,7,NA
"2018","12","21","Millbrook School","Wake",35.856111,-78.574167,27,35
"2018","12","21","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,10,NA
"2018","12","21","West Johnston Co.","Johnston",35.59095,-78.4622,12,NA
"2018","12","22","Bryson City","Swain",35.434767,-83.442133,24,NA
"2018","12","22","Castle Hayne","New Hanover",34.364167,-77.838611,0,NA
"2018","12","22","Clemmons Middle","Forsyth",36.026,-80.342,11,NA
"2018","12","22","Durham Armory","Durham",36.0329550008979,-78.904037,14.5,NA
"2018","12","22","Frying Pan Mountain","Haywood",35.379167,-82.7925,2,NA
"2018","12","22","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18,21
"2018","12","22","Hattie Avenue","Forsyth",36.110693332,-80.2264378,8.5,NA
"2018","12","22","Leggett","Edgecombe",35.988278,-77.5843,7,NA
"2018","12","22","Linville Falls","Avery",35.972347,-81.933072,4,NA
"2018","12","22","Mendenhall School","Guilford",36.1090060008986,-79.802314,9,NA
"2018","12","22","Millbrook School","Wake",35.856111,-78.574167,15.6666666666667,21
"2018","12","22","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,NA
"2018","12","22","West Johnston Co.","Johnston",35.59095,-78.4622,9,NA
"2018","12","23","Bryson City","Swain",35.434767,-83.442133,39,NA
"2018","12","23","Castle Hayne","New Hanover",34.364167,-77.838611,15,NA
"2018","12","23","Clemmons Middle","Forsyth",36.026,-80.342,46,NA
"2018","12","23","Durham Armory","Durham",36.0329550008979,-78.904037,36,NA
"2018","12","23","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,56,26
"2018","12","23","Hattie Avenue","Forsyth",36.110693332,-80.2264378,34,NA
"2018","12","23","Leggett","Edgecombe",35.988278,-77.5843,13,NA
"2018","12","23","Mendenhall School","Guilford",36.1090060008986,-79.802314,26,NA
"2018","12","23","Millbrook School","Wake",35.856111,-78.574167,42.5,28
"2018","12","23","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,15,NA
"2018","12","23","West Johnston Co.","Johnston",35.59095,-78.4622,26,NA
"2018","12","24","Bryson City","Swain",35.434767,-83.442133,20,NA
"2018","12","24","Castle Hayne","New Hanover",34.364167,-77.838611,8,NA
"2018","12","24","Clemmons Middle","Forsyth",36.026,-80.342,21,NA
"2018","12","24","Durham Armory","Durham",36.0329550008979,-78.904037,40,NA
"2018","12","24","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46,30
"2018","12","24","Hattie Avenue","Forsyth",36.110693332,-80.2264378,19,NA
"2018","12","24","Leggett","Edgecombe",35.988278,-77.5843,9,NA
"2018","12","24","Mendenhall School","Guilford",36.1090060008986,-79.802314,21,NA
"2018","12","24","Millbrook School","Wake",35.856111,-78.574167,44.5,29
"2018","12","24","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,24,NA
"2018","12","24","West Johnston Co.","Johnston",35.59095,-78.4622,20,NA
"2018","12","25","Bryson City","Swain",35.434767,-83.442133,47,NA
"2018","12","25","Castle Hayne","New Hanover",34.364167,-77.838611,10,NA
"2018","12","25","Clemmons Middle","Forsyth",36.026,-80.342,36,NA
"2018","12","25","Durham Armory","Durham",36.0329550008979,-78.904037,46,NA
"2018","12","25","Frying Pan Mountain","Haywood",35.379167,-82.7925,8,NA
"2018","12","25","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,64,31
"2018","12","25","Hattie Avenue","Forsyth",36.110693332,-80.2264378,29,NA
"2018","12","25","Leggett","Edgecombe",35.988278,-77.5843,17,NA
"2018","12","25","Linville Falls","Avery",35.972347,-81.933072,12,NA
"2018","12","25","Mendenhall School","Guilford",36.1090060008986,-79.802314,48,NA
"2018","12","25","Millbrook School","Wake",35.856111,-78.574167,51.6666666666667,30
"2018","12","25","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,30,NA
"2018","12","25","West Johnston Co.","Johnston",35.59095,-78.4622,33,NA
"2018","12","26","Bryson City","Swain",35.434767,-83.442133,59,NA
"2018","12","26","Castle Hayne","New Hanover",34.364167,-77.838611,15,NA
"2018","12","26","Clemmons Middle","Forsyth",36.026,-80.342,64,NA
"2018","12","26","Durham Armory","Durham",36.0329550008979,-78.904037,58,NA
"2018","12","26","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,51,31
"2018","12","26","Hattie Avenue","Forsyth",36.110693332,-80.2264378,51,NA
"2018","12","26","Leggett","Edgecombe",35.988278,-77.5843,23,NA
"2018","12","26","Mendenhall School","Guilford",36.1090060008986,-79.802314,55,NA
"2018","12","26","Millbrook School","Wake",35.856111,-78.574167,61,28
"2018","12","26","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,30,NA
"2018","12","26","West Johnston Co.","Johnston",35.59095,-78.4622,39,NA
"2018","12","27","Bryson City","Swain",35.434767,-83.442133,34,NA
"2018","12","27","Castle Hayne","New Hanover",34.364167,-77.838611,10,NA
"2018","12","27","Clemmons Middle","Forsyth",36.026,-80.342,62,NA
"2018","12","27","Durham Armory","Durham",36.0329550008979,-78.904037,55,NA
"2018","12","27","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,48,18
"2018","12","27","Hattie Avenue","Forsyth",36.110693332,-80.2264378,52,NA
"2018","12","27","Leggett","Edgecombe",35.988278,-77.5843,17,NA
"2018","12","27","Mendenhall School","Guilford",36.1090060008986,-79.802314,44,NA
"2018","12","27","Millbrook School","Wake",35.856111,-78.574167,51.5,27
"2018","12","27","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,27,NA
"2018","12","27","West Johnston Co.","Johnston",35.59095,-78.4622,30,NA
"2018","12","28","Bryson City","Swain",35.434767,-83.442133,22,NA
"2018","12","28","Castle Hayne","New Hanover",34.364167,-77.838611,8,NA
"2018","12","28","Clemmons Middle","Forsyth",36.026,-80.342,18,NA
"2018","12","28","Durham Armory","Durham",36.0329550008979,-78.904037,23,NA
"2018","12","28","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,15.5,18
"2018","12","28","Hattie Avenue","Forsyth",36.110693332,-80.2264378,16.5,NA
"2018","12","28","Leggett","Edgecombe",35.988278,-77.5843,10,NA
"2018","12","28","Mendenhall School","Guilford",36.1090060008986,-79.802314,9,NA
"2018","12","28","Millbrook School","Wake",35.856111,-78.574167,24.3333333333333,27
"2018","12","28","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16.5,NA
"2018","12","28","West Johnston Co.","Johnston",35.59095,-78.4622,13,NA
"2018","12","29","Bryson City","Swain",35.434767,-83.442133,23,NA
"2018","12","29","Castle Hayne","New Hanover",34.364167,-77.838611,5,NA
"2018","12","29","Clemmons Middle","Forsyth",36.026,-80.342,25,NA
"2018","12","29","Durham Armory","Durham",36.0329550008979,-78.904037,34,NA
"2018","12","29","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,25,25
"2018","12","29","Hattie Avenue","Forsyth",36.110693332,-80.2264378,23,NA
"2018","12","29","Leggett","Edgecombe",35.988278,-77.5843,5,NA
"2018","12","29","Mendenhall School","Guilford",36.1090060008986,-79.802314,24,NA
"2018","12","29","Millbrook School","Wake",35.856111,-78.574167,33.5,27
"2018","12","29","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,13,NA
"2018","12","29","West Johnston Co.","Johnston",35.59095,-78.4622,21,NA
"2018","12","30","Bryson City","Swain",35.434767,-83.442133,42,NA
"2018","12","30","Castle Hayne","New Hanover",34.364167,-77.838611,14,NA
"2018","12","30","Clemmons Middle","Forsyth",36.026,-80.342,49,NA
"2018","12","30","Durham Armory","Durham",36.0329550008979,-78.904037,50,NA
"2018","12","30","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,37,27
"2018","12","30","Hattie Avenue","Forsyth",36.110693332,-80.2264378,41,NA
"2018","12","30","Leggett","Edgecombe",35.988278,-77.5843,20,NA
"2018","12","30","Mendenhall School","Guilford",36.1090060008986,-79.802314,38,NA
"2018","12","30","Millbrook School","Wake",35.856111,-78.574167,57,15
"2018","12","30","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,28,NA
"2018","12","30","West Johnston Co.","Johnston",35.59095,-78.4622,41,NA
"2018","12","31","Bryson City","Swain",35.434767,-83.442133,42,NA
"2018","12","31","Castle Hayne","New Hanover",34.364167,-77.838611,10,NA
"2018","12","31","Clemmons Middle","Forsyth",36.026,-80.342,44,NA
"2018","12","31","Durham Armory","Durham",36.0329550008979,-78.904037,44.5,NA
"2018","12","31","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24.5,NA
"2018","12","31","Hattie Avenue","Forsyth",36.110693332,-80.2264378,32.5,NA
"2018","12","31","Leggett","Edgecombe",35.988278,-77.5843,20,NA
"2018","12","31","Mendenhall School","Guilford",36.1090060008986,-79.802314,23,NA
"2018","12","31","Millbrook School","Wake",35.856111,-78.574167,54.6666666666667,NA
"2018","12","31","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,25.5,NA
"2018","12","31","West Johnston Co.","Johnston",35.59095,-78.4622,37,NA
"2019","01","01","Bryson City","Swain",35.434767,-83.442133,24,NA
"2019","01","01","Castle Hayne","New Hanover",34.364167,-77.838611,14,NA
"2019","01","01","Clemmons Middle","Forsyth",36.026,-80.342,24,NA
"2019","01","01","Durham Armory","Durham",36.0329550008979,-78.904037,35,NA
"2019","01","01","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,47
"2019","01","01","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,22,24
"2019","01","01","Hattie Avenue","Forsyth",36.110693332,-80.2264378,22,NA
"2019","01","01","Leggett","Edgecombe",35.988278,-77.5843,8,NA
"2019","01","01","Mendenhall School","Guilford",36.1090060008986,-79.802314,13,NA
"2019","01","01","Millbrook School","Wake",35.856111,-78.574167,32,31
"2019","01","01","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,18,NA
"2019","01","01","West Johnston Co.","Johnston",35.59095,-78.4622,22,26
"2019","01","02","Bryson City","Swain",35.434767,-83.442133,27,NA
"2019","01","02","Castle Hayne","New Hanover",34.364167,-77.838611,11,NA
"2019","01","02","Clemmons Middle","Forsyth",36.026,-80.342,30,NA
"2019","01","02","Durham Armory","Durham",36.0329550008979,-78.904037,38,NA
"2019","01","02","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
"2019","01","02","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,28,19
"2019","01","02","Hattie Avenue","Forsyth",36.110693332,-80.2264378,24,NA
"2019","01","02","Leggett","Edgecombe",35.988278,-77.5843,10,NA
"2019","01","02","Mendenhall School","Guilford",36.1090060008986,-79.802314,11,NA
"2019","01","02","Millbrook School","Wake",35.856111,-78.574167,34.5,25
"2019","01","02","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,13,NA
"2019","01","02","West Johnston Co.","Johnston",35.59095,-78.4622,18,25
"2019","01","03","Bryson City","Swain",35.434767,-83.442133,18,NA
"2019","01","03","Clemmons Middle","Forsyth",36.026,-80.342,30,NA
"2019","01","03","Durham Armory","Durham",36.0329550008979,-78.904037,33,NA
"2019","01","03","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,36
"2019","01","03","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24.3333333333333,12
"2019","01","03","Hattie Avenue","Forsyth",36.110693332,-80.2264378,25.5,NA
"2019","01","03","Leggett","Edgecombe",35.988278,-77.5843,15,NA
"2019","01","03","Linville Falls","Avery",35.972347,-81.933072,7,NA
"2019","01","03","Mendenhall School","Guilford",36.1090060008986,-79.802314,20,NA
"2019","01","03","Millbrook School","Wake",35.856111,-78.574167,36.6666666666667,14
"2019","01","03","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,18,NA
"2019","01","03","West Johnston Co.","Johnston",35.59095,-78.4622,23,18
"2019","01","04","Bryson City","Swain",35.434767,-83.442133,15,NA
"2019","01","04","Clemmons Middle","Forsyth",36.026,-80.342,36,NA
"2019","01","04","Durham Armory","Durham",36.0329550008979,-78.904037,37,NA
"2019","01","04","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,34
"2019","01","04","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,22
"2019","01","04","Hattie Avenue","Forsyth",36.110693332,-80.2264378,29,NA
"2019","01","04","Leggett","Edgecombe",35.988278,-77.5843,16,NA
"2019","01","04","Mendenhall School","Guilford",36.1090060008986,-79.802314,18,NA
"2019","01","04","Millbrook School","Wake",35.856111,-78.574167,38.5,24
"2019","01","04","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,24,NA
"2019","01","04","West Johnston Co.","Johnston",35.59095,-78.4622,22,23
"2019","01","05","Bryson City","Swain",35.434767,-83.442133,13,NA
"2019","01","05","Castle Hayne","New Hanover",34.364167,-77.838611,5,NA
"2019","01","05","Clemmons Middle","Forsyth",36.026,-80.342,13,NA
"2019","01","05","Durham Armory","Durham",36.0329550008979,-78.904037,25,NA
"2019","01","05","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,39
"2019","01","05","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,8,31
"2019","01","05","Hattie Avenue","Forsyth",36.110693332,-80.2264378,13,NA
"2019","01","05","Leggett","Edgecombe",35.988278,-77.5843,3,NA
"2019","01","05","Mendenhall School","Guilford",36.1090060008986,-79.802314,5,NA
"2019","01","05","Millbrook School","Wake",35.856111,-78.574167,25.5,36
"2019","01","05","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,NA
"2019","01","05","West Johnston Co.","Johnston",35.59095,-78.4622,8,34
"2019","01","06","Bryson City","Swain",35.434767,-83.442133,31,NA
"2019","01","06","Castle Hayne","New Hanover",34.364167,-77.838611,5,NA
"2019","01","06","Clemmons Middle","Forsyth",36.026,-80.342,15,NA
"2019","01","06","Durham Armory","Durham",36.0329550008979,-78.904037,28,NA
"2019","01","06","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,40
"2019","01","06","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,29.6666666666667,30
"2019","01","06","Hattie Avenue","Forsyth",36.110693332,-80.2264378,12.5,NA
"2019","01","06","Leggett","Edgecombe",35.988278,-77.5843,6,NA
"2019","01","06","Linville Falls","Avery",35.972347,-81.933072,4,NA
"2019","01","06","Mendenhall School","Guilford",36.1090060008986,-79.802314,13,NA
"2019","01","06","Millbrook School","Wake",35.856111,-78.574167,26,31
"2019","01","06","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,15,NA
"2019","01","06","West Johnston Co.","Johnston",35.59095,-78.4622,28,33
"2019","01","07","Bryson City","Swain",35.434767,-83.442133,36,NA
"2019","01","07","Castle Hayne","New Hanover",34.364167,-77.838611,13,NA
"2019","01","07","Clemmons Middle","Forsyth",36.026,-80.342,32,NA
"2019","01","07","Durham Armory","Durham",36.0329550008979,-78.904037,43,NA
"2019","01","07","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,37
"2019","01","07","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,35,27
"2019","01","07","Hattie Avenue","Forsyth",36.110693332,-80.2264378,24,NA
"2019","01","07","Leggett","Edgecombe",35.988278,-77.5843,10,NA
"2019","01","07","Mendenhall School","Guilford",36.1090060008986,-79.802314,22,NA
"2019","01","07","Millbrook School","Wake",35.856111,-78.574167,39,29
"2019","01","07","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16,NA
"2019","01","07","West Johnston Co.","Johnston",35.59095,-78.4622,23,30
"2019","01","08","Bryson City","Swain",35.434767,-83.442133,33,NA
"2019","01","08","Castle Hayne","New Hanover",34.364167,-77.838611,8,NA
"2019","01","08","Clemmons Middle","Forsyth",36.026,-80.342,51,NA
"2019","01","08","Durham Armory","Durham",36.0329550008979,-78.904037,43,NA
"2019","01","08","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,42
"2019","01","08","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,31,32
"2019","01","08","Hattie Avenue","Forsyth",36.110693332,-80.2264378,45,NA
"2019","01","08","Leggett","Edgecombe",35.988278,-77.5843,21,NA
"2019","01","08","Mendenhall School","Guilford",36.1090060008986,-79.802314,31,NA
"2019","01","08","Millbrook School","Wake",35.856111,-78.574167,46.5,33
"2019","01","08","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,24,NA
"2019","01","08","West Johnston Co.","Johnston",35.59095,-78.4622,32,38
"2019","01","09","Bryson City","Swain",35.434767,-83.442133,13,NA
"2019","01","09","Castle Hayne","New Hanover",34.364167,-77.838611,11,NA
"2019","01","09","Clemmons Middle","Forsyth",36.026,-80.342,11,NA
"2019","01","09","Durham Armory","Durham",36.0329550008979,-78.904037,18,NA
"2019","01","09","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,38
"2019","01","09","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7.66666666666667,34
"2019","01","09","Hattie Avenue","Forsyth",36.110693332,-80.2264378,10,NA
"2019","01","09","Leggett","Edgecombe",35.988278,-77.5843,2,NA
"2019","01","09","Linville Falls","Avery",35.972347,-81.933072,5,NA
"2019","01","09","Mendenhall School","Guilford",36.1090060008986,-79.802314,5,NA
"2019","01","09","Millbrook School","Wake",35.856111,-78.574167,19.6666666666667,34
"2019","01","09","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,11.5,NA
"2019","01","09","West Johnston Co.","Johnston",35.59095,-78.4622,12,35
"2019","01","10","Bryson City","Swain",35.434767,-83.442133,20,NA
"2019","01","10","Castle Hayne","New Hanover",34.364167,-77.838611,9,NA
"2019","01","10","Clemmons Middle","Forsyth",36.026,-80.342,27,NA
"2019","01","10","Durham Armory","Durham",36.0329550008979,-78.904037,29,NA
"2019","01","10","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
"2019","01","10","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,17,25
"2019","01","10","Hattie Avenue","Forsyth",36.110693332,-80.2264378,24,NA
"2019","01","10","Leggett","Edgecombe",35.988278,-77.5843,8,NA
"2019","01","10","Mendenhall School","Guilford",36.1090060008986,-79.802314,6,NA
"2019","01","10","Millbrook School","Wake",35.856111,-78.574167,30.5,27
"2019","01","10","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,15,NA
"2019","01","10","West Johnston Co.","Johnston",35.59095,-78.4622,18,27
"2019","01","11","Bryson City","Swain",35.434767,-83.442133,39,NA
"2019","01","11","Castle Hayne","New Hanover",34.364167,-77.838611,16,NA
"2019","01","11","Clemmons Middle","Forsyth",36.026,-80.342,36,NA
"2019","01","11","Durham Armory","Durham",36.0329550008979,-78.904037,45,NA
"2019","01","11","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,51
"2019","01","11","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,31,29
"2019","01","11","Hattie Avenue","Forsyth",36.110693332,-80.2264378,33,NA
"2019","01","11","Leggett","Edgecombe",35.988278,-77.5843,11,NA
"2019","01","11","Mendenhall School","Guilford",36.1090060008986,-79.802314,25,NA
"2019","01","11","Millbrook School","Wake",35.856111,-78.574167,39.5,28
"2019","01","11","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,19,NA
"2019","01","11","West Johnston Co.","Johnston",35.59095,-78.4622,36,29
"2019","01","12","Bryson City","Swain",35.434767,-83.442133,47,NA
"2019","01","12","Castle Hayne","New Hanover",34.364167,-77.838611,18,NA
"2019","01","12","Clemmons Middle","Forsyth",36.026,-80.342,57,NA
"2019","01","12","Durham Armory","Durham",36.0329550008979,-78.904037,44.5,NA
"2019","01","12","Frying Pan Mountain","Haywood",35.379167,-82.7925,13,37
"2019","01","12","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,42.3333333333333,27
"2019","01","12","Hattie Avenue","Forsyth",36.110693332,-80.2264378,51.5,NA
"2019","01","12","Leggett","Edgecombe",35.988278,-77.5843,17,NA
"2019","01","12","Linville Falls","Avery",35.972347,-81.933072,26,NA
"2019","01","12","Mendenhall School","Guilford",36.1090060008986,-79.802314,40,NA
"2019","01","12","Millbrook School","Wake",35.856111,-78.574167,44,29
"2019","01","12","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,21.5,NA
"2019","01","12","West Johnston Co.","Johnston",35.59095,-78.4622,35,30
"2019","01","13","Bryson City","Swain",35.434767,-83.442133,16,NA
"2019","01","13","Castle Hayne","New Hanover",34.364167,-77.838611,3,NA
"2019","01","13","Clemmons Middle","Forsyth",36.026,-80.342,19,NA
"2019","01","13","Durham Armory","Durham",36.0329550008979,-78.904037,28,NA
"2019","01","13","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,36
"2019","01","13","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,15,23
"2019","01","13","Hattie Avenue","Forsyth",36.110693332,-80.2264378,17,NA
"2019","01","13","Leggett","Edgecombe",35.988278,-77.5843,3,NA
"2019","01","13","Mendenhall School","Guilford",36.1090060008986,-79.802314,5,NA
"2019","01","13","Millbrook School","Wake",35.856111,-78.574167,18.5,29
"2019","01","13","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,8,NA
"2019","01","13","West Johnston Co.","Johnston",35.59095,-78.4622,8,29
"2019","01","14","Bryson City","Swain",35.434767,-83.442133,8,NA
"2019","01","14","Castle Hayne","New Hanover",34.364167,-77.838611,16,NA
"2019","01","14","Clemmons Middle","Forsyth",36.026,-80.342,34,NA
"2019","01","14","Durham Armory","Durham",36.0329550008979,-78.904037,44,NA
"2019","01","14","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,28
"2019","01","14","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24,20
"2019","01","14","Hattie Avenue","Forsyth",36.110693332,-80.2264378,38,NA
"2019","01","14","Leggett","Edgecombe",35.988278,-77.5843,21,NA
"2019","01","14","Mendenhall School","Guilford",36.1090060008986,-79.802314,21,NA
"2019","01","14","Millbrook School","Wake",35.856111,-78.574167,47,29
"2019","01","14","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,28,NA
"2019","01","14","West Johnston Co.","Johnston",35.59095,-78.4622,28,29
"2019","01","15","Bryson City","Swain",35.434767,-83.442133,13,NA
"2019","01","15","Castle Hayne","New Hanover",34.364167,-77.838611,29,NA
"2019","01","15","Clemmons Middle","Forsyth",36.026,-80.342,39.5,NA
"2019","01","15","Durham Armory","Durham",36.0329550008979,-78.904037,50,NA
"2019","01","15","Frying Pan Mountain","Haywood",35.379167,-82.7925,4,44
"2019","01","15","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,29.6666666666667,22
"2019","01","15","Hattie Avenue","Forsyth",36.110693332,-80.2264378,48,NA
"2019","01","15","Leggett","Edgecombe",35.988278,-77.5843,24,NA
"2019","01","15","Linville Falls","Avery",35.972347,-81.933072,11,NA
"2019","01","15","Mendenhall School","Guilford",36.1090060008986,-79.802314,30,NA
"2019","01","15","Millbrook School","Wake",35.856111,-78.574167,52,22
"2019","01","15","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,41,NA
"2019","01","15","West Johnston Co.","Johnston",35.59095,-78.4622,40,23
"2019","01","16","Bryson City","Swain",35.434767,-83.442133,27,NA
"2019","01","16","Castle Hayne","New Hanover",34.364167,-77.838611,29,NA
"2019","01","16","Clemmons Middle","Forsyth",36.026,-80.342,41,NA
"2019","01","16","Durham Armory","Durham",36.0329550008979,-78.904037,54,NA
"2019","01","16","Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
"2019","01","16","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,38,27
"2019","01","16","Hattie Avenue","Forsyth",36.110693332,-80.2264378,38,NA
